sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s0030,llmlaw-dc.tex,"\textbf{Contradiction with the presumption of innocence principle.} In recent years, AI systems have been applied in preventive crime measures, exemplified by the COMPAS system for crime prediction and risk assessment \cite{beriain2018does}, PredPol for iterative calculation of potential crime locations through the analysis of criminal history data \cite{rosser2017predictive}, and the PRECOBS system in Germany for burglary prevention and violence crime prediction \cite{egbert2020predictive}.",beriain2018does;rosser2017predictive;egbert2020predictive,2312.03718,Large Language Models in Law: A Survey,beriain2018doesrosser2017predictiveegbert2020predictive,3,3,"\bibinfo{title}{Does the use of risk assessments in sentences respect the right to due process? a critical analysis of the wisconsin v. loomis ruling}.\bibinfo{title}{Predictive crime mapping: Arbitrary grids or street networks?}\bibinfo{title}{Predictive policing: not yet, but soon preemptive?}",,,,"\bibinfo{author}{Beriain, I.D.M.}, \bibinfo{year}{2018}. \bibinfo{title}{Does the use of risk assessments in sentences respect the right to due process? a critical analysis of the wisconsin v. loomis ruling}. \bibinfo{journal}{Law, Probability and Risk} \bibinfo{volume}{17}, \bibinfo{pages}{45--53}. %Type = Article\bibinfo{author}{Rosser, G.}, \bibinfo{author}{Davies, T.}, \bibinfo{author}{Bowers, K.J.}, \bibinfo{author}{Johnson, S.D.}, \bibinfo{author}{Cheng, T.}, \bibinfo{year}{2017}. \bibinfo{title}{Predictive crime mapping: Arbitrary grids or street networks?} \bibinfo{journal}{Journal of quantitative criminology} \bibinfo{volume}{33}, \bibinfo{pages}{569--594}. %Type = Inproceedings\bibinfo{author}{Egbert, S.}, \bibinfo{author}{Krasmann, S.}, \bibinfo{year}{2020}. \bibinfo{title}{Predictive policing: not yet, but soon preemptive?} \bibinfo{journal}{Policing and Society} \bibinfo{volume}{30}, \bibinfo{pages}{905--919}. %Type = Article",bblbblbbl
s0037,main.tex,"Human disagreement \cite{jiang2022investigating} can be attributed to task ambiguity \cite{tamkin2022task}, annotator's subjectivity \cite{sap2021annotators}, and input ambiguity \cite{DBLP:conf/acl/MeissnerTSA20}.",jiang2022investigating;tamkin2022task;sap2021annotators;DBLP:conf/acl/MeissnerTSA20,2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models,jiang2022investigatingtamkin2022tasksap2021annotatorsDBLP:conf/acl/MeissnerTSA20,4,4,Investigating Reasons for Disagreement in Natural Language InferenceTask ambiguity in humans and language modelsAnnotators with attitudes: How annotator beliefs and identities bias toxic language detectionEmbracing ambiguity: {S,"Jiang, Nan-Jiang and de Marneffe, Marie-Catherine",2022,"We investigate how disagreement in natural language inference (NLI) annotation arises. We developed a taxonomy of disagreement sources with 10 categories spanning 3 high- level classes. We found that some disagreements are due to uncertainty in the sentence meaning, others to annotator biases and task artifacts, leading to different interpretations of the label distribution. We explore two modeling approaches for detecting items with potential disagreement: a 4-way classification with a {``}Complicated{''} label in addition to the three standard NLI labels, and a multilabel classification approach. We found that the multilabel classification is more expressive and gives better recall of the possible interpretations in the data.","jiang2022investigating, abstract = {We investigate how disagreement in natural language inference (NLI) annotation arises. We developed a taxonomy of disagreement sources with 10 categories spanning 3 high- level classes. We found that some disagreements are due to uncertainty in the sentence meaning, others to annotator biases and task artifacts, leading to different interpretations of the label distribution. We explore two modeling approaches for detecting items with potential disagreement: a 4-way classification with a {``}Complicated{''} label in addition to the three standard NLI labels, and a multilabel classification approach. We found that the multilabel classification is more expressive and gives better recall of the possible interpretations in the data.}, address = {Cambridge, MAAlex Tamkin, Kunal Handa, Avash Shrestha, and Noah Goodman. 2022. Task ambiguity in humans and language models. ArXiv preprint, abs/2212.10711.Maarten Sap, Swabha Swayamdipta, Laura Vianna, Xuhui Zhou, Yejin Choi, and Noah A. Smith. 2022. Annotators with attitudes: How annotator beliefs and identities bias toxic language detection. In Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pages 5884--5906, Seattle, United States. Association for Computational Linguistics.Johannes Mario Meissner, Napat Thumwanit, Saku Sugawara, and Akiko Aizawa. 2021. Embracing ambiguity: {Shifting the training target of {NLI} models}. In Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 2: Short Papers), pages 862--869, Online. Association for Computational Linguistics.",bibbblbblbbl
s0038,main.tex,"Recent work \cite{baan-etal-2022-stop, lee2023can} demonstrated the misalignment between LLM calibration measures and human disagreement in various learning paradigms.","baan-etal-2022-stop, lee2023can",2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models,baan-etal-2022-stoplee2023can,2,2,Stop measuring calibration when humans disagreeCan large language models infer and disagree like humans?,,,,"Joris Baan, Wilker Aziz, Barbara Plank, and Raquel Fernandez. 2022. Stop measuring calibration when humans disagree. In Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, pages 1892--1915, Abu Dhabi, United Arab Emirates. Association for Computational Linguistics.Noah Lee, Na Min An, and James Thorne. 2023. Can large language models infer and disagree like humans? ArXiv preprint, abs/2305.13788.",bblbbl
s0039,main.tex,"% Human disagreement \cite{jiang2022investigating} can be attributed to task ambiguity \cite{tamkin2022task}, annotator's subjectivity \cite{sap2021annotators}, and input ambiguity \cite{DBLP:conf/acl/MeissnerTSA20}.",jiang2022investigating;tamkin2022task;sap2021annotators;DBLP:conf/acl/MeissnerTSA20,2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models,jiang2022investigatingtamkin2022tasksap2021annotatorsDBLP:conf/acl/MeissnerTSA20,4,4,Investigating Reasons for Disagreement in Natural Language InferenceTask ambiguity in humans and language modelsAnnotators with attitudes: How annotator beliefs and identities bias toxic language detectionEmbracing ambiguity: {S,"Jiang, Nan-Jiang and de Marneffe, Marie-Catherine",2022,"We investigate how disagreement in natural language inference (NLI) annotation arises. We developed a taxonomy of disagreement sources with 10 categories spanning 3 high- level classes. We found that some disagreements are due to uncertainty in the sentence meaning, others to annotator biases and task artifacts, leading to different interpretations of the label distribution. We explore two modeling approaches for detecting items with potential disagreement: a 4-way classification with a {``}Complicated{''} label in addition to the three standard NLI labels, and a multilabel classification approach. We found that the multilabel classification is more expressive and gives better recall of the possible interpretations in the data.","jiang2022investigating, abstract = {We investigate how disagreement in natural language inference (NLI) annotation arises. We developed a taxonomy of disagreement sources with 10 categories spanning 3 high- level classes. We found that some disagreements are due to uncertainty in the sentence meaning, others to annotator biases and task artifacts, leading to different interpretations of the label distribution. We explore two modeling approaches for detecting items with potential disagreement: a 4-way classification with a {``}Complicated{''} label in addition to the three standard NLI labels, and a multilabel classification approach. We found that the multilabel classification is more expressive and gives better recall of the possible interpretations in the data.}, address = {Cambridge, MAAlex Tamkin, Kunal Handa, Avash Shrestha, and Noah Goodman. 2022. Task ambiguity in humans and language models. ArXiv preprint, abs/2212.10711.Maarten Sap, Swabha Swayamdipta, Laura Vianna, Xuhui Zhou, Yejin Choi, and Noah A. Smith. 2022. Annotators with attitudes: How annotator beliefs and identities bias toxic language detection. In Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pages 5884--5906, Seattle, United States. Association for Computational Linguistics.Johannes Mario Meissner, Napat Thumwanit, Saku Sugawara, and Akiko Aizawa. 2021. Embracing ambiguity: {Shifting the training target of {NLI} models}. In Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 2: Short Papers), pages 862--869, Online. Association for Computational Linguistics.",bibbblbblbbl
s0040,main.tex,"% Recent work \cite{baan-etal-2022-stop, lee2023can} demonstrated the \textbf{misalignment} between LM calibration measures and human disagreement in various learning paradigms.","baan-etal-2022-stop, lee2023can",2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models,baan-etal-2022-stoplee2023can,2,2,Stop measuring calibration when humans disagreeCan large language models infer and disagree like humans?,,,,"Joris Baan, Wilker Aziz, Barbara Plank, and Raquel Fernandez. 2022. Stop measuring calibration when humans disagree. In Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, pages 1892--1915, Abu Dhabi, United Arab Emirates. Association for Computational Linguistics.Noah Lee, Na Min An, and James Thorne. 2023. Can large language models infer and disagree like humans? ArXiv preprint, abs/2305.13788.",bblbbl
s0041,sec_general-lm.tex,"GPT-J~\citep{2021GPT-J}, for example, is reported by \citet{2021Codex} to demonstrate non-trivial performance on HumanEval, while \citet{2022BLOOM} report similar results for GPT-NeoX~\citep{2022GPT-NeoX} and BLOOM.",2021GPT-J;2021Codex;2022BLOOM;2022GPT-NeoX,2311.07989,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code,2021GPT-J2021Codex2022BLOOM2022GPT-NeoX,4,4,{GPT-J-6B: A 6 Billion Parameter Autoregressive Language Model}.Evaluating large language models trained on code.{BLOOM:} {A} 176b-parameter open-access multilingual language model.{GPT}-{N}eo{X}-20{B}: An Open-Source Autoregressive Language Model,"Black, Sidney and Biderman, Stella and Hallahan, Eric and Anthony, Quentin and Gao, Leo and Golding, Laurence and He, Horace and Leahy, Connor and McDonell, Kyle and Phang, Jason and Pieler, Michael and Prashanth, Usvsn Sai and Purohit, Shivanshu and Reynolds, Laria and Tow, Jonathan and Wang, Ben and Weinbach, Samuel",2022,"We introduce GPT-NeoX-20B, a 20 billion parameter autoregressive language model trained on the Pile, whose weights will be made freely and openly available to the public through a permissive license. It is, to the best of our knowledge, the largest dense autoregressive model that has publicly available weights at the time of submission. In this work, we describe GPT-NeoX-20B{'}s architecture and training, and evaluate its performance. We open-source the training and evaluation code, as well as the model weights, at \url{https://github.com/EleutherAI/gpt-neox}.","Ben Wang and Aran Komatsuzaki. {GPT-J-6B: A 6 Billion Parameter Autoregressive Language Model}. \url{https://github.com/kingoflolz/mesh-transformer-jax}, May 2021.Mark Chen, Jerry Tworek, Heewoo Jun, Qiming Yuan, Henrique Pond{\'{e}} de Oliveira Pinto, Jared Kaplan, Harrison Edwards, Yuri Burda, Nicholas Joseph, Greg Brockman, Alex Ray, Raul Puri, Gretchen Krueger, Michael Petrov, Heidy Khlaaf, Girish Sastry, Pamela Mishkin, Brooke Chan, Scott Gray, Nick Ryder, Mikhail Pavlov, Alethea Power, Lukasz Kaiser, Mohammad Bavarian, Clemens Winter, Philippe Tillet, Felipe Petroski Such, Dave Cummings, Matthias Plappert, Fotios Chantzis, Elizabeth Barnes, Ariel Herbert{-}Voss, William Hebgen Guss, Alex Nichol, Alex Paino, Nikolas Tezak, Jie Tang, Igor Babuschkin, Suchir Balaji, Shantanu Jain, William Saunders, Christopher Hesse, Andrew N. Carr, Jan Leike, Joshua Achiam, Vedant Misra, Evan Morikawa, Alec Radford, Matthew Knight, Miles Brundage, Mira Murati, KTeven Le Scao, Angela Fan, Christopher Akiki, Ellie Pavlick, Suzana Ilic, Daniel Hesslow, Roman Castagn{\'{e}}, Alexandra Sasha Luccioni, Fran{\c{c}}ois Yvon, Matthias Gall{\'{e}}, Jonathan Tow, Alexander M. Rush, Stella Biderman, Albert Webson, Pawan Sasanka Ammanamanchi, Thomas Wang, Beno{\^{\i}}t Sagot, Niklas Muennighoff, Albert Villanova del Moral, Olatunji Ruwase, Rachel Bawden, Stas Bekman, Angelina McMillan{-}Major, Iz Beltagy, Huu Nguyen, Lucile Saulnier, Samson Tan, Pedro Ortiz Suarez, Victor Sanh, Hugo Lauren{\c{c}}on, Yacine Jernite, Julien Launay, Margaret Mitchell, Colin Raffel, Aaron Gokaslan, Adi Simhi, Aitor Soroa, Alham Fikri Aji, Amit Alfassy, Anna Rogers, Ariel Kreisberg Nitzav, Canwen Xu, Chenghao Mou, Chris Emezue, Christopher Klamm, Colin Leong, Daniel van Strien, Da2022GPT-NeoX, title = ""{GPT}-{N}eo{X}-20{B}: An Open-Source Autoregressive Language Model"", author = ""Black, Sidney and Biderman, Stella and Hallahan, Eric and Anthony, Quentin and Gao, Leo and Golding, Laurence and He, Horace and Leahy, Connor and McDonell, Kyle and Phang, Jason and Pieler, Michael and Prashanth, Usvsn Sai and Purohit, Shivanshu and Reynolds, Laria and Tow, Jonathan and Wang, Ben and Weinbach, Samuel"", editor = ""Fan, Angela and Ilic, Suzana and Wolf, Thomas and Gall{\'e}, Matthias"", booktitle = ""Proceedings of BigScience Episode {\#}5 -- Workshop on Challenges {\&} Perspectives in Creating Large Language Models"", month = may, year = ""2022"", address = ""virtual+Dublin"", publisher = ""Association for Computational Linguistics"", url = ""https://aclanthology.org/2022.bigscience-",bblbblbblbib
s0042,sec_general-lm.tex,"Similarly, \citet{2022Minerva} train PaLM on 38.5B tokens of arXiv papers and mathematical content, while \citet{2023CodeLLaMA} train LLaMA 2~\citep{2023LLaMA2} on more than 500B code tokens to acquire Code LLaMA, whose performance on HumanEval surpasses all previous LMs except GPT-4 (Table~\ref{tab:humaneval-mbpp}).",2022Minerva;2023CodeLLaMA;2023LLaMA2,2311.07989,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code,2022Minerva2023CodeLLaMA2023LLaMA2,3,3,Solving quantitative reasoning problems with language models.Code llama: Open foundation models for code.Llama 2: Open foundation and fine-tuned chat models.,,,,"Aitor Lewkowycz, Anders Andreassen, David Dohan, Ethan Dyer, Henryk Michalewski, Vinay V. Ramasesh, Ambrose Slone, Cem Anil, Imanol Schlag, Theo Gutman{-}Solo, Yuhuai Wu, Behnam Neyshabur, Guy Gur{-}Ari, and Vedant Misra. Solving quantitative reasoning problems with language models. In NeurIPS, 2022. URL \url{http://papers.nips.cc/paper\_files/paper/2022/hash/18abbeef8cfe9203fdf9053c9c4fe191-Abstract-Conference.html}.Baptiste Rozi{\`{e}}re, Jonas Gehring, Fabian Gloeckle, Sten Sootla, Itai Gat, Xiaoqing Ellen Tan, Yossi Adi, Jingyu Liu, Tal Remez, J{\'{e}}r{\'{e}}my Rapin, Artyom Kozhevnikov, Ivan Evtimov, Joanna Bitton, Manish Bhatt, Cristian Canton{-}Ferrer, Aaron Grattafiori, Wenhan Xiong, Alexandre D{\'{e}}fossez, Jade Copet, Faisal Azhar, Hugo Touvron, Louis Martin, Nicolas Usunier, Thomas Scialom, and Gabriel Synnaeve. Code llama: Open foundation models for code. CoRR, abs/2308.12950, 2023. \doi{10.48550/arXiv.2308.12950}. URL \url{https://doi.org/10.48550/arXiv.2308.12950}.Hugo Touvron, Louis Martin, Kevin Stone, Peter Albert, Amjad Almahairi, Yasmine Babaei, Nikolay Bashlykov, Soumya Batra, Prajjwal Bhargava, Shruti Bhosale, Dan Bikel, Lukas Blecher, Cristian Canton{-}Ferrer, Moya Chen, Guillem Cucurull, David Esiobu, Jude Fernandes, Jeremy Fu, Wenyin Fu, Brian Fuller, Cynthia Gao, Vedanuj Goswami, Naman Goyal, Anthony Hartshorn, Saghar Hosseini, Rui Hou, Hakan Inan, Marcin Kardas, Viktor Kerkez, Madian Khabsa, Isabel Kloumann, Artem Korenev, Punit Singh Koura, Marie{-}Anne Lachaux, Thibaut Lavril, Jenya Lee, Diana Liskovich, Yinghai Lu, Yuning Mao, Xavier Martinet, Todor Mihaylov, Pushkar Mishra, Igor Molybog, Yixin Nie, Andrew Poulton, Jeremy Reizenstein, Rashi Rungta, Kalyan Saladi, Alan Schelten, Ruan Silva, Eric Michael Smith, Ranjan Subramanian, Xiaoq",bblbblbbl
s0050,Truthfulness.tex,"In contrast to the above mentioned benchmarks which are annotated at the span, sentence or summary level, \citet{DBLP:conf/acl/CaoDC22} construct a benchmark annotated at the entity level, while \citet{DBLP:conf/emnlp/Cao021} introduce the CLIFF benchmark with word-level annotations.",DBLP:conf/acl/CaoDC22;DBLP:conf/emnlp/Cao021,2310.19736,Evaluating Large Language Models: A Comprehensive Survey,DBLP:conf/acl/CaoDC22DBLP:conf/emnlp/Cao021,2,2,Hallucinated but factual! inspecting the factuality of hallucinations in abstractive summarization.{CLIFF:} contrastive learning for improving faithfulness and factuality in abstractive summarization.,,,,"Meng Cao, Yue Dong, and Jackie Chi Kit Cheung. Hallucinated but factual! inspecting the factuality of hallucinations in abstractive summarization. In Smaranda Muresan, Preslav Nakov, and Aline Villavicencio (eds.), Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), {ACL 2022, Dublin, Ireland, May 22-27, 2022}, pp.\ 3340--3354. Association for Computational Linguistics, 2022. \doi{10.18653/v1/2022.acl-long.236}. URL \url{https://doi.org/10.18653/v1/2022.acl-long.236}.Shuyang Cao and Lu Wang. {CLIFF:} contrastive learning for improving faithfulness and factuality in abstractive summarization. In Marie{-}Francine Moens, Xuanjing Huang, Lucia Specia, and Scott Wen{-}tau Yih (eds.), Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing, {EMNLP 2021, Virtual Event / Punta Cana, Dominican Republic, 7-11 November, 2021}, pp.\ 6633--6649. Association for Computational Linguistics, 2021. \doi{10.18653/v1/2021.emnlp-main.532}. URL \url{https://doi.org/10.18653/v1/2021.emnlp-main.532}.",bblbbl
s0051,emnlp2023.tex,"However, \citet{su2020analyzing, abd2021perceptions} pointed to the problem of robotic conversation style in mental health apps where users prefer an unconstrained conversation style and may even want to lead the conversation \cite{abd2019overview}.","su2020analyzing, abd2021perceptions;abd2019overview",2310.17017,An Integrative Survey on Mental Health Conversational Agents to Bridge Computer Science and Medical Perspectives,su2020analyzingabd2021perceptionsabd2019overview,3,3,"Analyzing description, user understanding and expectations of ai in mobile health applications.Perceptions and opinions of patients about mental health chatbots: scoping review.An overview of the features of chatbots in mental health: A scoping review.",,,,"Zhaoyuan Su, Mayara Costa Figueiredo, Jueun Jo, Kai Zheng, and Yunan Chen. 2020. Analyzing description, user understanding and expectations of ai in mobile health applications. In AMIA Annual Symposium Proceedings, volume 2020, page 1170. American Medical Informatics Association.Alaa A Abd-Alrazaq, Mohannad Alajlani, Nashva Ali, Kerstin Denecke, Bridgette M Bewick, and Mowafa Househ. 2021. Perceptions and opinions of patients about mental health chatbots: scoping review. Journal of medical Internet research, 23(1):e17828.Alaa A Abd-Alrazaq, Mohannad Alajlani, Ali Abdallah Alalwan, Bridgette M Bewick, Peter Gardner, and Mowafa Househ. 2019. An overview of the features of chatbots in mental health: A scoping review. International Journal of Medical Informatics, 132:103978.",bblbblbbl
s0052,arxiv_v2.tex,"{DEPN \cite{wu2023depn} proposes a similar cumulative probability-based strategy to detect knowledge neurons that store privacy knowledge.} In contrast to locating and editing an individual weight ${w}^{(l)}_{i}$, \textbf{ROME}~\cite{meng2022locating} proposes to update an entire FFN layer to encode the new knowledge of $y^{*}$.",wu2023depn;meng2022locating,2310.16218,Knowledge Editing for Large Language Models: A Survey,wu2023depnmeng2022locating,2,2,DEPN: Detecting and Editing Privacy Neurons in Pretrained Language ModelsLocating and editing factual associations in GPT,"Wu, Xinwei and Li, Junzhuo and Xu, Minghui and Dong, Weilong and Wu, Shuangzhi and Bian, Chao and Xiong, DeyiMeng, Kevin and Bau, David and Andonian, Alex and Belinkov, Yonatan",20232022,,"wu2023depn, title={DEPN: Detecting and Editing Privacy Neurons in Pretrained Language Models}, author={Wu, Xinwei and Li, Junzhuo and Xu, Minghui and Dong, Weilong and Wu, Shuangzhi and Bian, Chao and Xiong, Deyi}, booktitle={EMNLP}, year={2023}meng2022locating, title={Locating and editing factual associations in GPT}, author={Meng, Kevin and Bau, David and Andonian, Alex and Belinkov, Yonatan}, booktitle={NeurIPS}, year={2022}",bibbib
s0055,introuctions.tex,"In contrast to the development of detection frameworks, interestingly, recent studies \citep{sadasivan2023can, krishna2023paraphrasing} have shown that state-of-art detection frameworks can be vulnerable and fragile to paraphrasing-based attacks.","sadasivan2023can, krishna2023paraphrasing",2310.15264,Towards Possibilities & Impossibilities of AI-generated Text Detection: A Survey,sadasivan2023cankrishna2023paraphrasing,2,2,"Can ai-generated text be reliably detected?Paraphrasing evades detectors of ai-generated text, but retrieval is an effective defense.",,,,"Vinu Sankar Sadasivan, Aounon Kumar, Sriram Balasubramanian, Wenxiao Wang, and Soheil Feizi. Can ai-generated text be reliably detected? arXiv preprint arXiv:2303.11156, 2023.Kalpesh Krishna, Yixiao Song, Marzena Karpinska, John Wieting, and Mohit Iyyer. Paraphrasing evades detectors of ai-generated text, but retrieval is an effective defense. arXiv preprint arXiv:2303.13408, 2023.",bblbbl
s0062,main.tex,"\citet{hillard2003detection, galley2004identifying} both targeted the detection of agreements and disagreements in meetings.","hillard2003detection, galley2004identifying",2310.18345,A Survey on Semantic Processing Techniques,hillard2003detectiongalley2004identifying,2,2,"\bibinfo{title}{Detection of agreement vs. disagreement in meetings: Training with unlabeled data}, in: \bibinfo{booktitle}{Proceedings of the 2003 Conference of the North American Chapter of the Association for Computational Linguistics on Human Language Technology: companion volume of the Proceedi\bibinfo{title}{Identifying agreement and disagreement in conversational speech: use of {Bayesian} networks to model pragmatic dependencies}, in: \bibinfo{booktitle}{Proceedings of the 42nd Annual Meeting on Association for Computational Linguistics}, pp. \bibinfo{pages}{669--677}. %Type = Article",,,,"\bibinfo{author}{Hillard, D.}, \bibinfo{author}{Ostendorf, M.}, \bibinfo{author}{Shriberg, E.}, \bibinfo{year}{2003}. \bibinfo{title}{Detection of agreement vs. disagreement in meetings: Training with unlabeled data}, in: \bibinfo{booktitle}{Proceedings of the 2003 Conference of the North American Chapter of the Association for Computational Linguistics on Human Language Technology: companion volume of the Proceedings of HLT-NAACL 2003--short papers-Volume 2}, pp. \bibinfo{pages}{34--36}. %Type = Article\bibinfo{author}{Galley, M.}, \bibinfo{author}{McKeown, K.}, \bibinfo{author}{Hirschberg, J.}, \bibinfo{author}{Shriberg, E.}, \bibinfo{year}{2004}. \bibinfo{title}{Identifying agreement and disagreement in conversational speech: use of {Bayesian} networks to model pragmatic dependencies}, in: \bibinfo{booktitle}{Proceedings of the 42nd Annual Meeting on Association for Computational Linguistics}, pp. \bibinfo{pages}{669--677}. %Type = Article",bblbbl
