sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s0056,full_paper_TPAMI_20210617.tex,"On the other hand, Liu \etal~\cite{liu2019knowledge} and IR~\cite{aguilar2019knowledge} utilize KL-divergence loss to measure feature similarities.",liu2019knowledge;aguilar2019knowledge,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks,liu2019knowledgeaguilar2019knowledge,2,2,"Knowledge flow: Improve upon your teachers,Knowledge distillation from internal representations,",,,,"I.-J. Liu, J. Peng, and A. G. Schwing, ``Knowledge flow: Improve upon your teachers,'' Seventh International Conference on Learning Representations, 2019.G. Aguilar, Y. Ling, Y. Zhang, B. Yao, X. Fan, and E. Guo, ``Knowledge distillation from internal representations,'' AAAI, 2019.",bblbbl
s0057,full_paper_TPAMI_20210617.tex,"In contrast to \cite{lopes2017data, bhardwaj2019dream} requiring sampling the activations generated by real data, Haroush \etal ~\cite{haroush2019knowledge} proposed using metadata (\eg, channel-wise mean and standard deviation) from Batch Normalization (BN) \cite{ioffe2015batch} layer with synthetic samples.","lopes2017data, bhardwaj2019dream;haroush2019knowledge;ioffe2015batch",2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks,lopes2017databhardwaj2019dreamharoush2019knowledgeioffe2015batch,4,4,"Data-free knowledge distillation for deep neural networks,Dream distillation: A data-independent model compression framework,The knowledge within: Methods for data-free model compression,Batch normalization: Accelerating deep network training by reducing internal covariate shift,",,,,"R. G. Lopes, S. Fenu, and T. Starner, ``Data-free knowledge distillation for deep neural networks,'' NIPS Workshop, 2017.K. Bhardwaj, N. Suda, and R. Marculescu, ``Dream distillation: A data-independent model compression framework,'' ICML Joint Workshop, 2019.M. Haroush, I. Hubara, E. Hoffer, and D. Soudry, ``The knowledge within: Methods for data-free model compression,'' CVPR, 2020.S. Ioffe and C. Szegedy, ``Batch normalization: Accelerating deep network training by reducing internal covariate shift,'' arXiv preprint arXiv:1502.03167, 2015.",bblbblbblbbl
s0058,full_paper_TPAMI_20210617.tex,"\noindent\textbf{KD based on TripleGAN (third type)} In contrast to the distillation methods based on conventional GAN and CGAN , Wang \etal ~\cite{wang2018kdgan} proposed a three-player game named KDGAN, consisting of a classifier (tent), a teacher, and a discriminator (similar to the prototype in TripleGAN \cite{li2017learning}), as shown in Fig.~\ref{fig:kd_based_on_GAN}(c).",wang2018kdgan;li2017learning,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks,wang2018kdganli2017learning,2,2,"Kdgan: knowledge distillation with generative adversarial networks,Learning from noisy labels with distillation,",,,,"X. Wang, R. Zhang, Y. Sun, and J. Qi, ``Kdgan: knowledge distillation with generative adversarial networks,'' in Advances in Neural Information Processing Systems, 2018, pp. 775--786.Y. Li, J. Yang, Y. Song, L. Cao, J. Luo, and L.-J. Li, ``Learning from noisy labels with distillation,'' in Proceedings of the IEEE International Conference on Computer Vision, 2017, pp. 1910--1918.",bblbbl
s0060,full_paper_TPAMI_20210617.tex,"Moreover, Chen \etal ~\cite{chen2017learning} learned a student detector by distilling knowledge from the intermediate layer, logits, and regressor of the teacher, in contrast to \cite{wang2019distilling}, in which only the intermediate layer of the teacher was utilized based on fine-grained imitation masks to identify informative locations.",chen2017learning;wang2019distilling,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks,chen2017learningwang2019distilling,2,2,"Learning efficient object detection models with knowledge distillation,Distilling object detectors with fine-grained feature imitation,",,,,"G. Chen, W. Choi, X. Yu, T. Han, and M. Chandraker, ``Learning efficient object detection models with knowledge distillation,'' in Advances in Neural Information Processing Systems, 2017, pp. 742--751.T. Wang, L. Yuan, X. Zhang, and J. Feng, ``Distilling object detectors with fine-grained feature imitation,'' in Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, 2019, pp. 4933--4942.",bblbbl
s0061,future.tex,"On the other hand, the semantic parsing approaches focus on a better understanding of the question, using more sophisticated language models and parsers to turn the question into structured queries \cite{dong2016logical,iyyer2014paragraphs,singh2014survey,yih2015graph}.","dong2016logical,iyyer2014paragraphs,singh2014survey,yih2015graph",1607.05910,Visual Question Answering: A Survey of Methods and Datasets,dong2016logicaliyyer2014paragraphssingh2014surveyyih2015graph,4,4,"Language to logical form with neural attention.A neural network for factoid question answering over paragraphs.Question answering: A survey of research, techniques and issues.Semantic parsing via staged query graph generation: Question answering with knowledge base.",,,,"L. Dong and M. Lapata. Language to logical form with neural attention. In {\em {Proc. Conf. Association for Computational Linguistics}}, 2016.M. Iyyer, J. Boyd-Graber, L. Claudino, R. Socher, and H. {Daum\'e III}. A neural network for factoid question answering over paragraphs. In {\em Empirical Methods in Natural Language Processing}, 2014.V. Singh and S. K. Dwivedi. Question answering: A survey of research, techniques and issues. {\em Int. J. Inf. Retr. Res.}, 4(3), 2014.Y. Wen-tau, C. Ming-Wei, H. Xiaodong, and G. Jianfeng. Semantic parsing via staged query graph generation: Question answering with knowledge base. In {\em International Joint Conference on Natural Language Processing of the AFNLP}. ACL, July 2015.",bblbblbblbbl
s0063,main.tex,"This sycophantic behavior is not limited to vague issues such as political positions \cite{perez-etal-2023-discovering}; even when the agent is aware of the incorrectness of an answer, it may still choose an obviously incorrect answer \cite{wei2023simple}, as the model may prioritize user viewpoints over factual accuracy when internal knowledge contradicts user-leaning knowledge \cite{huang2023survey}.",perez-etal-2023-discovering;wei2023simple;huang2023survey,2406.02630,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,perez-etal-2023-discoveringwei2023simplehuang2023survey,3,3,"Discovering Language Model Behaviors with Model-Written EvaluationsSimple synthetic data reduces sycophancy in large language modelsA survey on hallucination in large language models: Principles, taxonomy, challenges, and open questions","Perez, Ethan and Ringer, Sam and Lukosiute, Kamile and Nguyen, Karina and Chen, Edwin and Heiner, Scott and Pettit, Craig and Olsson, Catherine and Kundu, Sandipan and Kadavath, Saurav and Jones, Andy and Chen, Anna and Mann, Benjamin and Israel, Brian and Seethor, Bryan and McKinnon, Cameron and Olah, Christopher and Yan, Da and Amodei, Daniela and Amodei, Dario and Drain, Dawn and Li, Dustin and Tran-Johnson, Eli and Khundadze, Guro and Kernion, Jackson and Landis, James and Kerr, Jamie and Mueller, Jared and Hyun, Jeeyoon and Landau, Joshua and Ndousse, Kamal and Goldberg, Landon and Lovitt, Liane and Lucas, Martin and Sellitto, Michael and Zhang, Miranda and Kingsland, Neerav and Elhage, Nelson and Joseph, Nicholas and Mercado, Noemi and DasSarma, Nova and Rausch, Oliver and Larson, Robin and McCandlish, Sam and Johnston, Scott and Kravec, Shauna and El Showk, Sheer and Lanham, Tamera and Telleen-Lawton, Timothy and Brown, Tom and Henighan, Tom and Hume, Tristan and Bai, Yuntao and Hatfield-Dodds, Zac and Clark, Jack and Bowman, Samuel R. and Askell, Amanda and Grosse, Roger and Hernandez, Danny and Ganguli, Deep and Hubinger, Evan and Schiefer, Nicholas and Kaplan, JaredWei, Jerry and Huang, Da and Lu, Yifeng and Zhou, Denny and Le, Quoc VHuang, Lei and Yu, Weijiang and Ma, Weitao and Zhong, Weihong and Feng, Zhangyin and Wang, Haotian and Chen, Qianglong and Peng, Weihua and Feng, Xiaocheng and Qin, Bing and others",202320232023,"As language models (LMs) scale, they develop many novel behaviors, good and bad, exacerbating the need to evaluate how they behave. Prior work creates evaluations with crowdwork (which is time-consuming and expensive) or existing data sources (which are not always available). Here, we automatically generate evaluations with LMs. We explore approaches with varying amounts of human effort, from instructing LMs to write yes/no questions to making complex Winogender schemas with multiple stages of LM-based generation and filtering. Crowdworkers rate the examples as highly relevant and agree with 90-100{\%} of labels, sometimes more so than corresponding human-written datasets. We generate 154 datasets and discover new cases of inverse scaling where LMs get worse with size. Larger LMs repeat ba","perez-etal-2023-discovering, title = ""Discovering Language Model Behaviors with Model-Written Evaluations"", author = ""Perez, Ethan and Ringer, Sam and Lukosiute, Kamile and Nguyen, Karina and Chen, Edwin and Heiner, Scott and Pettit, Craig and Olsson, Catherine and Kundu, Sandipan and Kadavath, Saurav and Jones, Andy and Chen, Anna and Mann, Benjamin and Israel, Brian and Seethor, Bryan and McKinnon, Cameron and Olah, Christopher and Yan, Da and Amodei, Daniela and Amodei, Dario and Drain, Dawn and Li, Dustin and Tran-Johnson, Eli and Khundadze, Guro and Kernion, Jackson and Landis, James and Kerr, Jamie and Mueller, Jared and Hyun, Jeeyoon and Landau, Joshua and Ndousse, Kamal and Goldberg, Landon and Lovitt, Liane and Lucas, Martin and Sellitto, Michael and Zhang, Miranda and Kingsland, wei2023simple, title={Simple synthetic data reduces sycophancy in large language models}, author={Wei, Jerry and Huang, Da and Lu, Yifeng and Zhou, Denny and Le, Quoc V}, journal={arXiv}, year={2023}huang2023survey, title={A survey on hallucination in large language models: Principles, taxonomy, challenges, and open questions}, author={Huang, Lei and Yu, Weijiang and Ma, Weitao and Zhong, Weihong and Feng, Zhangyin and Wang, Haotian and Chen, Qianglong and Peng, Weihua and Feng, Xiaocheng and Qin, Bing and others}, journal={arXiv}, year={2023}",bibbibbib
s0069,survey.tex,"On the other hand, data and computing power for generative AI training and inference have become more accessible as networks grow increasingly interconnected~\cite{westerlund2019emergence, crothers2022machine, yuan2023computing}.","westerlund2019emergence, crothers2022machine, yuan2023computing",2303.16129,Unleashing the Power of Edge-Cloud Generative AI in Mobile Networks: A Survey of AIGC Services,westerlund2019emergencecrothers2022machineyuan2023computing,3,3,"The emergence of deepfake technology: A review,Machine generated text: A comprehensive survey of threat models and detection methods,When computing power network meets distributed machine learning: An efficient federated split learning framework,",,,,"M. Westerlund, ``The emergence of deepfake technology: A review,'' Technology Innovation Management Review, vol. 9, no. 11, pp. 40--53, Nov. 2019.E. Crothers, N. Japkowicz, and H. Viktor, ``Machine generated text: A comprehensive survey of threat models and detection methods,'' {\rm{arXiv preprint arXiv:2210.07321}}, Oct. 2022.X. Yuan, L. Pu, L. Jiao, X. Wang, M. Yang, and J. Xu, ``When computing power network meets distributed machine learning: An efficient federated split learning framework,'' {\rm{arXiv preprint arXiv:2305.12979}}, Mar. 2023.",bblbblbbl
s0070,survey.tex,"% On the other hand, data and computational power for generative AI training and inference become more accessible as the network becomes more interconnected~\cite{westerlund2019emergence, crothers2022machine}.","westerlund2019emergence, crothers2022machine",2303.16129,Unleashing the Power of Edge-Cloud Generative AI in Mobile Networks: A Survey of AIGC Services,westerlund2019emergencecrothers2022machine,2,2,"The emergence of deepfake technology: A review,Machine generated text: A comprehensive survey of threat models and detection methods,",,,,"M. Westerlund, ``The emergence of deepfake technology: A review,'' Technology Innovation Management Review, vol. 9, no. 11, pp. 40--53, Nov. 2019.E. Crothers, N. Japkowicz, and H. Viktor, ``Machine generated text: A comprehensive survey of threat models and detection methods,'' {\rm{arXiv preprint arXiv:2210.07321}}, Oct. 2022.",bblbbl
s0076,main.tex,"Implicit representation on the other hand treats data as continuous signals, mapping coordinates to data values \cite{Sitzmann2020ImplicitNeuralRepresentationsa, tancik2020fourier}.","Sitzmann2020ImplicitNeuralRepresentationsa, tancik2020fourier",2103.04922,"Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models",Sitzmann2020ImplicitNeuralRepresentationsatancik2020fourier,2,2,Implicit {Neural} {Representations} with {Periodic} {Activation} {Functions}.Fourier {Features} {Let} {Networks} {Learn} {High} {Frequency} {Functions} in {Low} {Dimensional} {Domains}.,,,,"Vincent Sitzmann, Julien N. P. Martel, Alexander W. Bergman, David B. Lindell, and Gordon Wetzstein. Implicit {Neural} {Representations} with {Periodic} {Activation} {Functions}. {\em arXiv:2006.09661}, 2020.Matthew Tancik, Pratul Srinivasan, Ben Mildenhall, Sara Fridovich-Keil, Nithin Raghavan, Utkarsh Singhal, Ravi Ramamoorthi, Jonathan Barron, and Ren Ng. Fourier {Features} {Let} {Networks} {Learn} {High} {Frequency} {Functions} in {Low} {Dimensional} {Domains}. {\em NeurIPS}, 33, 2020.",bblbbl
s0078,manuscript_v2.tex,"On the other hand, performing quantization or using half-precision floating points for neural network weights did not seem to deter the attacks in~\cite{carlini2019secret} and ~\cite{zhu2019dlg}, respectively.",carlini2019secret;zhu2019dlg,2007.07646,A Survey of Privacy Attacks in Machine Learning,carlini2019secretzhu2019dlg,2,2,The Secret Sharer: Evaluating and Testing Unintended Memorization in Neural NetworksDeep Leakage from Gradients,"Nicholas Carlini and Chang Liu and {\'U}lfar Erlingsson and Jernej Kos and Dawn SongZhu, Ligeng and Liu, Zhijian and Han, Song",20192019,,"carlini2019secret, author = {Nicholas Carlini and Chang Liu and {\'U}lfar Erlingsson and Jernej Kos and Dawn Song}, title = {The Secret Sharer: Evaluating and Testing Unintended Memorization in Neural Networks}, booktitle = {28th {USENIX} Security Symposium ({USENIX} Security 19)}, year = {2019}, isbn = {978-1-939133-06-9}, address = {Santa Clara, CA}, pages = {267--284}, notes={\url{https://www.usenix.org/conference/usenixsecurity19/presentation/carlini}}, publisher = {{USENIX} Association}, month = aug,zhu2019dlg, title = {Deep Leakage from Gradients}, author = {Zhu, Ligeng and Liu, Zhijian and Han, Song}, booktitle = {Advances in Neural Information Processing Systems 32}, editor = {H. Wallach and H. Larochelle and A. Beygelzimer and F. d\textquotesingle Alch\'{e}-Buc and E. Fox and R. Garnett}, pages = {14747--14756}, year = {2019}, publisher = {Curran Associates, Inc.}, notes={\url{http://papers.nips.cc/paper/9617-deep-leakage-from-gradients.pdf}}, address={Vancouver, Canada}",bibbib
