file,sentence,cited_keys,survey_arxiv_id,survey_title
Knowledge_Representation.tex,"% MLPs of Transformer may also work contrary to creativity, i.e., the increased attentions narrow the conditional distribution for token prediction \cite{DBLP:journals/corr/abs-2403-06996}.",DBLP:journals/corr/abs-2403-06996,2407.15017,Knowledge Mechanisms in Large Language Models: A Survey and Perspective
main.tex,"\subsection{Formulation} \label{sec:consistency_formulation} \noindent Consistency is a critical term in logic, referring to a system where no two statements contradict each other~\cite{Tarski_1941}.",Tarski_1941,2407.14507,Internal Consistency and Self-Feedback in Large Language Models: A Survey
main.tex,"For example, the Active Prompting strategy proposed by~\cite{ActivePrompt_23_arXiv_HUST} uses disagreement in answers as an estimate of uncertainty, $\text{SelfEvaluate}(\mathcal{Y}) \triangleq \frac{|\text{unique}(\mathcal{Y})|}{|\mathcal{Y}|}$.",ActivePrompt_23_arXiv_HUST,2407.14507,Internal Consistency and Self-Feedback in Large Language Models: A Survey
main.tex,"\item \textbf{Natural language inference (NLI)-based}: Compute the mean probability of contradiction between the responses; \item \textbf{Prompt-based}: Similar to Self-Evaluation~\cite{TheoryKnowKnow_22_arXiv_Anthropic}, directly ask the language model whether $\boldsymbol{y}_{1:n}$ support $\boldsymbol{y}_0$.",TheoryKnowKnow_22_arXiv_Anthropic,2407.14507,Internal Consistency and Self-Feedback in Large Language Models: A Survey
main.tex,"They then convert the entailment and contradiction probabilities of the NLI into a Max-SAT problem~\cite{Battiti2009}, and use a constraint solver~\cite{ignatiev2019rc2} to optimize and obtain more accurate and consistent predictions.",Battiti2009;ignatiev2019rc2,2407.14507,Internal Consistency and Self-Feedback in Large Language Models: A Survey
main.tex,"In contrast to EVER, FAVA (FAct Vericaton with Augmentation)~\cite{FAVA_24_arXiv_Washington} adopts a more sophisticated approach.",FAVA_24_arXiv_Washington,2407.14507,Internal Consistency and Self-Feedback in Large Language Models: A Survey
sample-sigconf.tex,"In contrast to STGRNS, T-GEM \cite{116} enhances model interpretability by replacing the weights in the transformers with gene-related weights.",116,2407.13205,Transformer-based Single-Cell Language Model: A Survey
10-discussion.tex,"Imperfect retrieval, whether due to missing relevant passages, returning contradictory information, or introducing noise, can directly degrade generation quality and even induce hallucinations~\citep{24tacl_retriever_eval}.",24tacl_retriever_eval,2407.13193,Retrieval-Augmented Generation for Natural Language Processing: A Survey
iclr2024_conference.tex,"\subsection{Program-of-Thoughts (PoT)} The authors of \citet{chen2022program} build up on CoT but in contrast to CoT which uses LLMs to perform both reasoning and computation, PoT generates Python programs and thus relegates computation part to a Python interpreter.",chen2022program,2407.12994,A Survey of Prompt Engineering Methods in Large Language Models for Different NLP Tasks
iclr2024_conference.tex,"\subsection{Maieutic Prompting} By using deep recursive reasoning to elicit abductive explanations for a variety of hypotheses, Maieutic prompting \cite{jung2022maieutic} encourages the LLM to produce consistent responses by collaboratively eliminating alternatives that contradict one another.",jung2022maieutic,2407.12994,A Survey of Prompt Engineering Methods in Large Language Models for Different NLP Tasks
iclr2024_conference.tex,"\subsection{Implicit Retrieval Augmented Generation (Implicit RAG)} Contrary to the conventional RAG \cite{lewis2020retrieval}, Implicit RAG \cite{vatsal2024can,vatsal2024canpa} asks the LLM itself to retrieve important chunks or sections from the given context and then proceed to answer the asked query.","lewis2020retrieval;vatsal2024can,vatsal2024canpa",2407.12994,A Survey of Prompt Engineering Methods in Large Language Models for Different NLP Tasks
ref.tex,"The focus areas of existing survey papers on LLMs include: \begin{itemize} \item Comprehensive overviews of LLMs\cite{zhao2023survey,min2023recent,hadi2023large} \item Evaluation of LLMs\cite{chang2023survey} \item Code generation\cite{zan2023large} \item LLMs in education\cite{KASNECI2023102274} \item LLM as Knowledge Base\cite{alkhamissi-lms-as-kbs-22,razniewski2021language} \item Reasoning Knowledge in LLMs\cite{huang2022towards} \item Explainability in LLMs\cite{zhao2023explainability} \item","zhao2023survey,min2023recent,hadi2023large;chang2023survey;zan2023large;KASNECI2023102274;alkhamissi-lms-as-kbs-22,razniewski2021language;huang2022towards;zhao2023explainability;wang2023aligning;zhang2023instruction;zhu2023survey;liu2023trustworthy;fan2023large;zhang2023siren;wu2023multimodal;zeng2023large;zhu2023large",2408.10210,A Survey on Symbolic Knowledge Distillation of Large Language Models
06-agent.tex,"In contrast to zero-shot usage, some works~\citep{zheng2024towards, zhang2024navid, pan2024langnav} fine-tune LLMs to address the embodied navigation tasks effectively.","zheng2024towards, zhang2024navid, pan2024langnav",2407.07035,Vision-and-Language Navigation Today and Tomorrow: A Survey in the Era of Foundation Models
acl_latex.tex,"Specifically, \citet{xu2024bridging} propose to directly learn the projection matrices between different vocabularies using the anchors as bridges, while \citet{huang2024enabling} and \citet{yu2024breaking} calculate the relative representations from anchors to different vocabularies, thereby indirectly achieving the vocabulary projection.",xu2024bridging;huang2024enabling;yu2024breaking,2407.06089,"Merge, Ensemble, and Cooperate! A Survey on Collaborative Strategies in the Era of Large Language Models"
3.LoRA_Variants.tex,"\subsubsection{Overfitting Mitigation} \label{subsubsec:overfitting_mitigation} Although LoRA effectively reduces the number of trainable parameters compared to full fine-tuning, some studies have shown that LoRA is also prone to overfitting~\cite{HiddenKey}, which contradicts previous views.",HiddenKey,2407.11046,A Survey on LoRA of Large Language Models
cas-dc-template.tex,"However, \cite{kasirzadeh2022conversation} acknowledge two key limitations in their analysis.",kasirzadeh2022conversation,2407.18369,AI Safety in Generative AI Large Language Models: A Survey
cas-dc-template.tex,"However, \cite{huang2024large} cautions that LLMs struggle with intrinsic self-correction, often requiring external feedback to correct their reasoning \cite{huang2023reasoning}.",huang2024large;huang2023reasoning,2407.18369,AI Safety in Generative AI Large Language Models: A Survey
main_template.tex,"However, \citet{laskar-etal-2023-systematic} found that such controlled experiments led to a gain in performance in the SAMSum dataset, which they also observed in the DialogSUM \cite{chen2021dialogsum} and XSUM \cite{xsum} datasets.",laskar-etal-2023-systematic;chen2021dialogsum;xsum,2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"However, \citet{laskar-etal-2023-systematic} found that such controlled experiments led to a gain in performance in the SAMSum dataset.",laskar-etal-2023-systematic,2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"This absence of detail can lead to different results for the same models when evaluated by different groups, as seen with the inconsistent findings between \citet{laskar-etal-2023-systematic} and \cite{qin2023chatgpt} using restricted prompting on the SAMSum dataset, and the differences between OpenAI's and third-party evaluations of ChatGPT on HumanEval \cite{openai2023gpt4, laskar-etal-2023-systematic}.","laskar-etal-2023-systematic;qin2023chatgpt;openai2023gpt4, laskar-etal-2023-systematic",2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"This could also be responsible for obtaining different results for the same models when evaluated by a different group (e.g., inconsistent findings between \citet{laskar-etal-2023-systematic} and \cite{qin2023chatgpt} in terms of utilizing restricted prompting in the SAMSum dataset, as well as the difference in results between OpenAI and 3rd-party evaluation for ChatGPT in HumanEval \cite{openai2023gpt4,laskar-etal-2023-systematic}).","laskar-etal-2023-systematic;qin2023chatgpt;openai2023gpt4,laskar-etal-2023-systematic",2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"This could also be responsible for obtaining different results for the same models when evaluated by a different group (e.g., inconsistent findings between \citet{laskar-etal-2023-systematic} and \cite{qin2023chatgpt} in terms of utilizing restricted prompting in the SAMSum dataset, as well as the difference in results between OpenAI and 3rd-party evaluation for ChatGPT in HumanEval \cite{openai2023gpt4,laskar-etal-2023-systematic}).","laskar-etal-2023-systematic;qin2023chatgpt;openai2023gpt4,laskar-etal-2023-systematic",2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"However, \citet{laskar-etal-2023-systematic} found that such controlled experiments led to a gain in performance in the SAMSum dataset, which they also observed in the DialogSUM \cite{chen2021dialogsum} and XSUM \cite{xsum} datasets.",laskar-etal-2023-systematic;chen2021dialogsum;xsum,2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"While in the CNNDM dataset \cite{cnndm}, \citet{laskar-etal-2023-systematic} found that prompting with output length restriction did not help, their hypothesis was that output length restriction was helpful in datasets (e.g., SAMSum) where the length of the gold reference summaries are smaller, contrary to CNNDM where the length of the gold reference summaries are longer.",cnndm;laskar-etal-2023-systematic,2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"For instance, while \citet{chiang2023can,zheng2024judging} found that using LLMs as evaluators could collide with human evaluations, \citet{fu-etal-2023-judge} observed the opposite, as they found that using LLMs as evaluators might not be correlated with human ratings.","chiang2023can,zheng2024judging;fu-etal-2023-judge",2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"However, \citet{hu2024can} found no correlation between perplexity and long context understanding tasks, highlighting the need for robust evaluations with human-correlated metrics.",hu2024can,2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
main_template.tex,"Analysis in Table~\ref{tab:rankings} for GPT-4 \cite{openai2023gpt4}, Gemini \cite{team2023gemini}, and Claude-3 \cite{anthropicclaude3} reveals two key observations: (i) MMLU rankings disagree with LMSys Chatbot Arena and (ii) MMLU rankings vary among themselves due to implementation differences.",openai2023gpt4;team2023gemini;anthropicclaude3,2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
not_needed_dont_use.tex,"Meanwhile, the absence of information related to what parameters were used makes reproducibility a major concern in existing evaluations of LLMs \cite{laskar-etal-2023-systematic,bang2023multitaskchatgpt,qin2023chatgpt} and could also be responsible for obtaining different results for the same models when evaluated by a different group (e.g., inconsistent findings in terms of utilizing restricted prompting in SAMSum, the difference in results between OpenAI and open-source evaluation for ChatGPT","laskar-etal-2023-systematic,bang2023multitaskchatgpt,qin2023chatgpt;openai2023gpt4,laskar-etal-2023-systematic",2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
not_needed_dont_use.tex,"However, \citet{laskar-etal-2023-systematic} found that such controlled experiments led to a gain in performance in the SAMSum dataset, which they also observed in the DialogSUM \cite{chen2021dialogsum} and XSUM \cite{xsum} datasets.",laskar-etal-2023-systematic;chen2021dialogsum;xsum,2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
not_needed_dont_use.tex,"While in the CNNDM dataset \cite{cnndm}, \citet{laskar-etal-2023-systematic} found that prompting with output length restriction did not help, their hypothesis was that output length restriction was helpful in datasets (e.g., SAMSum) where the length of the gold reference summaries are smaller, contrary to CNNDM where the length of the gold reference summaries are longer.",cnndm;laskar-etal-2023-systematic,2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
not_needed_dont_use.tex,"For instance, while \citet{chiang2023can,zheng2024judging} found that using LLMs as evaluators could collide with human evaluations, \citet{fu-etal-2023-judge} observed the opposite, as they found that using LLMs as evaluators might not be correlated with human ratings.","chiang2023can,zheng2024judging;fu-etal-2023-judge",2407.04069,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations"
04_tasks.tex,"Others reformulate the task as a form of \textbf{textual entailment}, using LLMs to determine whether the input claim and a retrieved claim express equivalent or contradictory information~\cite{choi2023automated, choi2024factgpt}.","choi2023automated, choi2024factgpt",2407.02351,Generative Large Language Models in Automated Fact-Checking: A Survey
04_tasks.tex,"Beyond classification, generative LLMs are increasingly employed to produce \textbf{natural language explanations} that justify the veracity prediction by highlighting supporting or contradicting evidence, referencing retrieved sources, or outlining reasoning steps~\cite{tan2023evidencebased, ma2023exfever}.","tan2023evidencebased, ma2023exfever",2407.02351,Generative Large Language Models in Automated Fact-Checking: A Survey
05_use_cases.tex,"In contrast, generative methods that create new claims or misinformation narratives allow researchers to build entire synthetic benchmarks, control the distribution of generated examples, and explicitly model different factual relationships such as entailment, contradiction, and neutrality~\cite{choi2023automated,choi2024factgpt}.","choi2023automated,choi2024factgpt",2407.02351,Generative Large Language Models in Automated Fact-Checking: A Survey
05_use_cases.tex,"Alternative designs include bounded scoring ranges such as -2 and 2~\cite{pasin2024seupd}, to indicate whether a claim contradicts, is neutral toward, or supports a specific statement under verification.",pasin2024seupd,2407.02351,Generative Large Language Models in Automated Fact-Checking: A Survey
05_use_cases.tex,"In \textbf{CoT prompting}, the LLM is asked to produce intermediate reasoning steps before producing the explanation, while these reasoning steps typically involve identifying the claim's key assertions, aligning them with retrieved evidence, and evaluating any contradictions~\cite{wang2023explainable,pelrine2023towards,zhao-etal-2024-findver,dougrez-lewis-etal-2025-assessing}.","wang2023explainable,pelrine2023towards,zhao-etal-2024-findver,dougrez-lewis-etal-2025-assessing",2407.02351,Generative Large Language Models in Automated Fact-Checking: A Survey
main.tex,"The frame-based approach to politeness is data-driven, in contrast to the classic and post-modern views of politeness, which are theory-driven \cite{terkourafi2001politeness}.",terkourafi2001politeness,2407.12814,Computational Politeness in Natural Language Processing: A Survey
main.tex,"\subsection{Politeness Variations in Linguistic Studies} Politeness analysis is a complex phenomenon because the perception of (im)politeness varies from one individual to another, and there are multiple gradations of more- or less- (im)polite behavior \cite{graham2007disagreeing}.",graham2007disagreeing,2407.12814,Computational Politeness in Natural Language Processing: A Survey
main.tex,"However, \citet{hoffman2017evaluating} challenge the work of \citet{danescu2013computational} and revalidates the politeness labeling tool for broadly addressing politeness in social computing data.",hoffman2017evaluating;danescu2013computational,2407.12814,Computational Politeness in Natural Language Processing: A Survey
4-overview.tex,"In contrast to explicit language-specific expert selection, NLLB \cite{costa2022no} leverages trainable gating to manage multilingual machine translation tasks, outperforming the M2M-100 approach \cite{fan2021beyond}.",costa2022no;fan2021beyond,2407.06204,A Survey on Mixture of Experts in Large Language Models
4-overview.tex,"\textbf{Expert Merging.} In contrast to the merging of input tokens, Muqeeth \textit{et al.} \cite{muqeeth2023soft} introduced the Soft Merging of Experts with Adaptive Routing (SMEAR) framework, which circumvents discrete gating by merging all the experts' parameters through a weighted average, as illustrated in Figure~\ref{fig:gating_function} (f).",muqeeth2023soft,2407.06204,A Survey on Mixture of Experts in Large Language Models
glossary.tex,"\newglossaryentry{anagram} { name= anagram, description={Word rearrangement by word or syllable rearrangement (permutation) used for puns or pseudonyms, also use of another name in place of one's own~\cite{Berner2011}} } \newglossaryentry{anaphora} { name= anaphora, description={Repetition of the initial word in successive sentences or lines~\cite{Berner2011}} } \newglossaryentry{alliteration} { name=alliteration, description={The same sound of the stressed syllables within a word group \cite{gl",Berner2011;Berner2011;gluck2016metzler;dudenAnti;Berner2011;Berner2011;Berner2011;Berner2011;Berner2011;Berner2011;Berner2011;Berner2011;gluck2016metzler;Berner2011;Berner2011;dudenHomoe;o2018arguments;Berner2011;dudenMal,2406.16674,Computational Approaches to the Detection of Lesser-Known Rhetorical Figures: A Systematic Survey and Research Challenges
Main_Survey.tex,"Unlike \cite{hosseini2023exploratory}, which employs surveys for direct feedback, \cite{ray2023chatgpt} aggregates findings from existing studies to assess the influence and challenges of ChatGPT, offering a more generalized perspective without engaging in primary data collection.",hosseini2023exploratory;ray2023chatgpt,2406.16937,A Complete Survey on LLM-based AI Chatbots
Main_Survey.tex,"Here, we discuss how LLM-based chatbots offer more effective and scalable solutions across these industries with unparalleled efficiency and customization.\\ \indent\textbf{Software Engineering.} In contrast to traditional command-based software development support, interacting with LLM-based chatbots focuses on the user’s intent and fosters a conversational approach \cite{belzner2023large}.",belzner2023large,2406.16937,A Complete Survey on LLM-based AI Chatbots
Main_Survey.tex,"\cite{nguyen2023evaluation} further highlights the limited logical reasoning abilities in mathematics, as BARD performs poorly on the Vietnamese National High School Graduation Examination (VNHSGE) mathematics test, showing a mere 38.8\% accuracy.\\ \indent\textbf{Hallucination.} LLM-based chatbots face a notable challenge in producing factual texts due to hallucination \cite{zhao2023survey, bang2023multitask}, where the generated information either contradicts existing sources (intrinsic halluc","nguyen2023evaluation;zhao2023survey, bang2023multitask",2406.16937,A Complete Survey on LLM-based AI Chatbots
acl_latex.tex,"Hallucination~\cite{DBLP:journals/csur/JiLFYSXIBMF23} refers to generating text that is unsupported by the input context, such as introducing information that is not present in the context or even contradicts it.",DBLP:journals/csur/JiLFYSXIBMF23,2406.10885,"On the Role of Entity and Event Level Conceptualization in Generalizable Reasoning: A Survey of Tasks, Methods, Applications, and Future Directions"
3_data_generation.tex,"However, \cite{ShaoGSHDC23} argues that according to \cite{FuPSCK23}, selecting demonstrations based on complexity can improve the performance of the model on reasoning tasks, compared to selecting them based on similarity.",ShaoGSHDC23;FuPSCK23,2406.15126,"On LLMs-Driven Synthetic Data Generation, Curation, and Evaluation: A Survey"
7_discussion_conclusion.tex,"When presented with multiple pieces of information that are inconsistent, LLM tends to favor information consistent with its own memory, which contradicts the original intent of knowledge injection \cite{Xie2024KnowledgeConflict}.",Xie2024KnowledgeConflict,2406.15126,"On LLMs-Driven Synthetic Data Generation, Curation, and Evaluation: A Survey"
7_discussion_conclusion.tex,"% % When presented with multiple pieces of information that are inconsistent, LLM tends to favor information consistent with its own dark knowledge, which contradicts the original intent of knowledge injection \cite{Xie2024KnowledgeConflict}.",Xie2024KnowledgeConflict,2406.15126,"On LLMs-Driven Synthetic Data Generation, Curation, and Evaluation: A Survey"
3_data_generation.tex,"However, \cite{ShaoGSHDC23} argues that according to \cite{FuPSCK23}, selecting demonstrations based on complexity can improve the performance of the model on reasoning tasks, compared to selecting them based on similarity.",ShaoGSHDC23;FuPSCK23,2406.15126,"On LLMs-Driven Synthetic Data Generation, Curation, and Evaluation: A Survey"
7_discussion_conclusion.tex,"When presented with multiple pieces of information that are inconsistent, LLM tends to favor information consistent with its own memory, which contradicts the original intent of knowledge injection \cite{Xie2024KnowledgeConflict}.",Xie2024KnowledgeConflict,2406.15126,"On LLMs-Driven Synthetic Data Generation, Curation, and Evaluation: A Survey"
7_discussion_conclusion.tex,"% % When presented with multiple pieces of information that are inconsistent, LLM tends to favor information consistent with its own dark knowledge, which contradicts the original intent of knowledge injection \cite{Xie2024KnowledgeConflict}.",Xie2024KnowledgeConflict,2406.15126,"On LLMs-Driven Synthetic Data Generation, Curation, and Evaluation: A Survey"
03_challenges.tex,"Therefore, video-language understanding models have been limited by the small size of clean paired video-text corpora in contrast to billion-scale image-text datasets \citep{zhao2023learning}.",zhao2023learning,2406.05615,"Video-Language Understanding: A Survey from Model Architecture, Model Training, and Data Perspectives"
main.tex,"Large language models tend to produce hallucinations where the models generate contents that deviate from the input, contradict existing contexts, or misalign with universally accepted world knowledge~\cite{li2023halueval, wang2023evaluation, ye2023demultiplexing, geng2024large}.","li2023halueval, wang2023evaluation, ye2023demultiplexing, geng2024large",2406.05392,Deconstructing The Ethics of Large Language Models from Long-standing Issues to New-emerging Dilemmas: A Survey
main.tex,"In contrast to general-purpose evaluation, alignment-focused evaluation depends on the taxonomy of alignment, associated with corresponding scenarios, criteria, and datasets~\cite{wang2023robustness, zhu2023promptbench, zhou2023navigating}.","wang2023robustness, zhu2023promptbench, zhou2023navigating",2406.05392,Deconstructing The Ethics of Large Language Models from Long-standing Issues to New-emerging Dilemmas: A Survey
100-security.tex,"For example, the following string could be added to a prompt: \begin{pbox} Do not output any malicious content \end{pbox} However, \citet{schulhoff2023ignore} ran a study with hundreds of thousands of malicious prompts and found that no prompt-based defense is fully secure, though they can mitigate prompt hacking to some extent.",schulhoff2023ignore,2406.06608,The Prompt Report: A Systematic Survey of Prompt Engineering Techniques
70-multimodal.tex,"Experiments with audio ICL have generated mixed results, with some open source audio models failing to perform ICL \cite{hsu2023exploration}.",hsu2023exploration,2406.06608,The Prompt Report: A Systematic Survey of Prompt Engineering Techniques
thought.tex,"\paragraph{Active Prompting} \cite{diao2023active} \label{sec:active-prompt} starts with some training questions/exemplars, asks the \llm{} to solve them, then calculates uncertainty (disagreement in this case) and asks human annotators to rewrite the exemplars with highest uncertainty.",diao2023active,2406.06608,The Prompt Report: A Systematic Survey of Prompt Engineering Techniques
components.tex,"However, \citet{kurt2024saywhatyoumean} point out various flaws in \citet{tam2024letspeakfreelystudy} and show that structuring outputs may actually improve performance.",kurt2024saywhatyoumean;tam2024letspeakfreelystudy,2406.06608,The Prompt Report: A Systematic Survey of Prompt Engineering Techniques
main-6755-Kamoi.tex,"Prompts used by \citet{madaan2023selfrefine} for generating initial responses instruct to generate responses that are \textcolor{red}{not interesting} and \textcolor{red}{not very engaging}, which are contradicting to the task goal.",madaan2023selfrefine,2406.01297,When Can LLMs Actually Correct Their Own Mistakes? A Critical Survey of Self-Correction of LLMs
4_reward.tex,"In contrast to reward models that produce a single score, ~\citet{li2024aligning} introduce the Distributional Preference Reward Model (DPRM) for predicting preference distributions.",li2024aligning,2406.01252,Towards Scalable Automated Alignment of LLMs: A Survey
acl_latex.tex,"However, \citet{mehta2022dsi++} indicated that using semantic structure identifiers reduces forgetting, but still underperforms unstructured document identifiers.",mehta2022dsi++,2406.01197,A Survey of Generative Information Retrieval
5-Challenges.tex,"For personalized dialogue generation, user persona modeling lacks contradictory persona datasets and multimodal persona datasets that would more accurately represent real human behaviors~\citep{kim2024commonsense, ahn2023mpchat}.","kim2024commonsense, ahn2023mpchat",2406.01171,Two Tales of Persona in LLMs: A Survey of Role-Playing and Personalization
4-overview.tex,"CodeAct \cite{wang2024executable} distinguishes itself by utilizing executable Python code to consolidate LLM agent actions within a unified action space, in contrast to the generation of JSON or textual formats.",wang2024executable,2406.00515,A Survey on Large Language Models for Code Generation
multimodal_agents.tex,"In contrast to VISPROG~\cite{gupta2023visual,surismenon2023vipergpt}, Visual ChatGPT~\cite{wu2023visual} does not generate code, directly.","gupta2023visual,surismenon2023vipergpt;wu2023visual",2405.19334,LLMs Meet Multimodal Generation and Editing: A Survey
multimodal_agents.tex,"In contrast to prior works~\cite{yang2023gpt4tools,li2023modelscope,liu2023controlllm}, this is the first work to train a large multimodal model for tool learning.","yang2023gpt4tools,li2023modelscope,liu2023controlllm",2405.19334,LLMs Meet Multimodal Generation and Editing: A Survey
multimodal_agents.tex,"In contrast to those text2image models like Stable Diffusion~\cite{ldm}, multimodal agents are able to generate vivid images in an interactive manner instead of stiffly returning images to the user.",ldm,2405.19334,LLMs Meet Multimodal Generation and Editing: A Survey
3d.tex,"{\flushleft \bf Text-to-image Model Supervisor.} In contrast to the aforementioned methods that directly utilize the CLIP model or CLIP loss for 3D generation, recent approaches~\cite{seo2023let,wang2023score,lorraine2023_att3d,zhu2023_hifa,zhou2023sparsefusion,xu2023_dream3d,hoellein2023text2room,li2023_sweetdreamer,tsalicoglou2023textmesh,wan2023cad,yang2024dreamspace} have focused on distilling 3D assets from pre-trained text-to-image generation models (i.e., Stable Diffusion~\cite{ldm}).","seo2023let,wang2023score,lorraine2023_att3d,zhu2023_hifa,zhou2023sparsefusion,xu2023_dream3d,hoellein2023text2room,li2023_sweetdreamer,tsalicoglou2023textmesh,wan2023cad,yang2024dreamspace;ldm",2405.19334,LLMs Meet Multimodal Generation and Editing: A Survey
5_dataset.tex,"Contrary to the datasets employed in CPT \cite{ke2022continualb}, which evaluate domain-specific adaptability and incremental learning, the CKL benchmark \cite{jang2021towards} is meticulously designed to measure the LM's ability to retain timeless knowledge, update obsolete information, and acquire new knowledge.",ke2022continualb;jang2021towards,2405.18653,Recent Advances of Foundation Language Models-based Continual Learning: A Survey
5_dataset.tex,"Contrary to the datasets employed in CPT \cite{ke2022continualb}, which evaluate domain-specific adaptability and incremental learning, the CKL benchmark \cite{jang2021towards} is meticulously designed to measure the LM's ability to retain timeless knowledge, update obsolete information, and acquire new knowledge.",ke2022continualb;jang2021towards,2405.18653,Recent Advances of Foundation Language Models-based Continual Learning: A Survey
08_Challenges.tex,"We distinguish between \textit{intrinsic} and \textit{extrinsic hallucinations}, which refers to what content the generated text contradicts to \citep{JiLFY23}.",JiLFY23,2405.15604,"Text Generation: A Systematic Literature Review of Tasks, Evaluation, and Challenges"
08_Challenges.tex,\textit{Extrinsic hallucinations} describe outputs that can neither be supported nor contradicted by the source content \citep{MaynezNBM20}.,MaynezNBM20,2405.15604,"Text Generation: A Systematic Literature Review of Tasks, Evaluation, and Challenges"
app7_vla_more.tex,"While their own experiments demonstrate superior performance compared to R3M in specific tasks, subsequent research presents conflicting findings through more comprehensive evaluations \cite{DBLP:conf/nips/MajumdarYAMCSJB23}.",DBLP:conf/nips/MajumdarYAMCSJB23,2405.14093,A Survey on Vision-Language-Action Models for Embodied AI
app5_vlm.tex,"In contrast to contrastive pretraining methods, CoCa \cite{DBLP:journals/tmlr/YuWVYSW22} seeks to amalgamate the strengths of CLIP's contrastive learning and SimVLM's generative objective.",DBLP:journals/tmlr/YuWVYSW22,2405.14093,A Survey on Vision-Language-Action Models for Embodied AI
main.tex,"In contrast to the aforementioned methods,\citeA{DBLP:conf/acl/YinMSZYZL20} propose a graph-based multi-modal fusion encoder, which fully exploits fine-grained semantic correspondences between text and image for translation.",DBLP:conf/acl/YinMSZYZL20,2405.12669,"A Survey on Multi-modal Machine Translation: Tasks, Methods and Challenges"
main.tex,"In contrast to previous works that always focus on the alignments of bilingual texts or the combination of the source/target text and the paired image, \citeA{DBLP:conf/mir/PengZZ22} propose a novel framework comprising three tasks to establish a triplet alignment among the source and target texts together with the paired image.",DBLP:conf/mir/PengZZ22,2405.12669,"A Survey on Multi-modal Machine Translation: Tasks, Methods and Challenges"
main.tex,"However, \citeA{DBLP:conf/naacl/CaglayanMSB19} posit that the texts in the widely-used Multi30K dataset are often very simple, short and repetitive, leading to the limited effectiveness of image context.",DBLP:conf/naacl/CaglayanMSB19,2405.12669,"A Survey on Multi-modal Machine Translation: Tasks, Methods and Challenges"
main.tex,"In contrast to previous methods that use RNN networks, \citeA{DBLP:journals/jair/HaralampievaCS22} pioneer the use of Transformer architectures.",DBLP:journals/jair/HaralampievaCS22,2405.12669,"A Survey on Multi-modal Machine Translation: Tasks, Methods and Challenges"
sec-safety.tex,"This contradicts the traditional multilingual methods, where knowledge between different languages can be mutually beneficial~\cite{johnson2017google,huang2023knowledge}.","johnson2017google,huang2023knowledge",2405.10936,A Survey on Large Language Models with Multilingualism: Recent Advances and New Frontiers
sec-back.tex,"Small language models ignore flip labels presented in context and rely mainly on pre-trained semantic priors while LLMs may have stronger semantic priors, LLMs can override semantic priors when provided with contexts that contradict the prior.~\cite{wei2023larger} % The ability of large language models to follow natural language instructions to perform tasks~\cite{ouyang2022training} ~\cite{wei2021finetuned} ~\cite{victor2022multitask} is known as instruction following.",wei2023larger;ouyang2022training;wei2021finetuned;victor2022multitask,2405.10936,A Survey on Large Language Models with Multilingualism: Recent Advances and New Frontiers
acl_latex.tex,"In contrast to traditional fine-tuning methods~\cite{hu2023llm}, prompt tuning only fine-tuning a very small set of parameters, thus effectively aligning LLMs to the medical domain~\cite{nori2023can}.",hu2023llm;nori2023can,2405.10630,"Medical Dialogue: A Survey of Categories, Methods, Evaluation and Challenges"
camera_ready.tex,"\cite{EvalLLM,EvalNLG} Searches in a dynamic database may lead to misleading results or contradict the facts.","EvalLLM,EvalNLG",2405.07437,Evaluation of Retrieval-Augmented Generation: A Survey
Architecture.tex,"However, \citet{xiong2023can} empirically studied that these methods are dependent on the LLM's confidence levels, which might not be as precise as expected.",xiong2023can,2405.06211,A Survey on RAG Meeting LLMs: Towards Retrieval-Augmented Large Language Models
