pair_id,question,hypothesis_a,pmid_a,hypothesis_b,pmid_b,label_3way
as_001226,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,NotContradiction
as_001227,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,Tele-guidance may play a role in the management of heart failure patients since it takes over some of the tasks of HF-nurses.,18790668,NotContradiction
as_001228,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"Frequent monitoring and patient management using a telemedicine system may help to reduce hospitalizations, hospital days, and emergency department visits.",18325458,NotContradiction
as_001229,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"This study demonstrates that a six-month, multidisciplinary approach to CHF management can improve important clinical outcomes at a similar cost in recently hospitalized high-risk patients with CHF.",11823086,NotContradiction
as_001230,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"Despite effective implementation of an Internet-based telehealth intervention in an elderly HF population, there was no discernible impact on overall morbidity or mortality.",21504262,Contradiction
as_001231,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,Telemonitoring using mobile phones as patient terminals has the potential to reduce frequency and duration of heart failure hospitalizations.,19687005,NotContradiction
as_001232,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,Home telecare may not offer incremental benefit beyond telephone follow-up and is more expensive.,11606877,Contradiction
as_001233,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,Daily electronic transmission of body weight and monitoring three times a week did not decrease hospitalization or death in HF patients followed up at a HF clinic.,22371525,Contradiction
as_001234,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"However, telemonitoring tends to reduce heart failure (re)admissions and significantly decreases contacts with specialized nurses.",22588319,NotContradiction
as_001235,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,A formal education and support intervention substantially reduced adverse clinical outcomes and costs for patients with HF.,11755291,NotContradiction
as_001236,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"Despite no difference in the primary end point of rehospitalization rates, mortality was significantly reduced for patients randomized to the AlereNet system without an increase in utilization, despite specialized and aggressive heart failure care in both groups.",14564327,NotContradiction
as_001237,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"The results indicate that total treatment costs and mortality rate can be reduced by telemetric monitoring of patients in CHF, especially in men.",17315117,NotContradiction
as_001238,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"Caregiver mastery, informal social support, and electronic home monitoring were not significant predictors for risk of hospital readmission.",18326990,Contradiction
as_001239,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,Subgroup analysis of patients who lived locally and saw a cardiologist showed a significant decrease in CHF readmissions for the intervention group (P =.03).,12695272,NotContradiction
as_001240,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,No significant difference was found on cardiovascular mortality between groups.,18222552,Contradiction
as_001241,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"A nurse-administered, telephone-based disease management program delayed subsequent health care encounters, but had minimal impact on other outcomes.",15948086,NotContradiction
as_001242,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"The reduction in hospitalizations, costs, and other resource use achieved using standardized telephonic case management in the early months after a heart failure admission is greater than that usually achieved with pharmaceutical therapy and comparable with other disease management approaches.",11911726,NotContradiction
as_001243,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"Our study results suggest that enhanced patient education and follow-up is as successful as a sophisticated home monitoring device with an interactive program in patients with HF who are elderly, women and non-Caucasian males and receive the care from a community-based primary care practitioner.",18995174,NotContradiction
as_001244,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,Telemedicine management may not be appropriate for all HF patients.,21982700,Contradiction
as_001245,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,Telehealth technologies are a viable means of providing home monitoring to patients with heart disease at high risk of hospital readmission to improve their self-care abilities.,18206525,NotContradiction
as_001246,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Home-based exercise training programmes may not be appropriate for community-based heart failure patients.,19168520,"The preliminary results of this ongoing study support the feasibility and appropriateness of new technologies for the management of heart failure, even in elderly patients in whom a limited expertise with these appliances could have been anticipated.",17402355,NotContradiction
as_001247,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,NotContradiction
as_001248,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,NotContradiction
as_001249,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,NotContradiction
as_001250,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Tele-guidance may play a role in the management of heart failure patients since it takes over some of the tasks of HF-nurses.,18790668,NotContradiction
as_001251,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"Frequent monitoring and patient management using a telemedicine system may help to reduce hospitalizations, hospital days, and emergency department visits.",18325458,NotContradiction
as_001252,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"This study demonstrates that a six-month, multidisciplinary approach to CHF management can improve important clinical outcomes at a similar cost in recently hospitalized high-risk patients with CHF.",11823086,NotContradiction
as_001253,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"Despite effective implementation of an Internet-based telehealth intervention in an elderly HF population, there was no discernible impact on overall morbidity or mortality.",21504262,Contradiction
as_001254,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Telemonitoring using mobile phones as patient terminals has the potential to reduce frequency and duration of heart failure hospitalizations.,19687005,NotContradiction
as_001255,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Home telecare may not offer incremental benefit beyond telephone follow-up and is more expensive.,11606877,Contradiction
as_001256,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Daily electronic transmission of body weight and monitoring three times a week did not decrease hospitalization or death in HF patients followed up at a HF clinic.,22371525,Contradiction
as_001257,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"However, telemonitoring tends to reduce heart failure (re)admissions and significantly decreases contacts with specialized nurses.",22588319,NotContradiction
as_001258,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,A formal education and support intervention substantially reduced adverse clinical outcomes and costs for patients with HF.,11755291,NotContradiction
as_001259,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"Despite no difference in the primary end point of rehospitalization rates, mortality was significantly reduced for patients randomized to the AlereNet system without an increase in utilization, despite specialized and aggressive heart failure care in both groups.",14564327,NotContradiction
as_001260,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"The results indicate that total treatment costs and mortality rate can be reduced by telemetric monitoring of patients in CHF, especially in men.",17315117,NotContradiction
as_001261,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"Caregiver mastery, informal social support, and electronic home monitoring were not significant predictors for risk of hospital readmission.",18326990,Contradiction
as_001262,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Subgroup analysis of patients who lived locally and saw a cardiologist showed a significant decrease in CHF readmissions for the intervention group (P =.03).,12695272,NotContradiction
as_001263,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,No significant difference was found on cardiovascular mortality between groups.,18222552,Contradiction
as_001264,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"A nurse-administered, telephone-based disease management program delayed subsequent health care encounters, but had minimal impact on other outcomes.",15948086,NotContradiction
as_001265,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"The reduction in hospitalizations, costs, and other resource use achieved using standardized telephonic case management in the early months after a heart failure admission is greater than that usually achieved with pharmaceutical therapy and comparable with other disease management approaches.",11911726,NotContradiction
as_001266,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"Our study results suggest that enhanced patient education and follow-up is as successful as a sophisticated home monitoring device with an interactive program in patients with HF who are elderly, women and non-Caucasian males and receive the care from a community-based primary care practitioner.",18995174,NotContradiction
as_001267,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Telemedicine management may not be appropriate for all HF patients.,21982700,Contradiction
as_001268,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,Telehealth technologies are a viable means of providing home monitoring to patients with heart disease at high risk of hospital readmission to improve their self-care abilities.,18206525,NotContradiction
as_001269,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Although disease management is effective in the mainstream HF patient population, in Hispanics this ill, elderly, and poorly educated, a different approach may be needed.",16624687,"The preliminary results of this ongoing study support the feasibility and appropriateness of new technologies for the management of heart failure, even in elderly patients in whom a limited expertise with these appliances could have been anticipated.",17402355,NotContradiction
as_001270,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,NotContradiction
as_001271,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,NotContradiction
as_001272,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,Tele-guidance may play a role in the management of heart failure patients since it takes over some of the tasks of HF-nurses.,18790668,NotContradiction
as_001273,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"Frequent monitoring and patient management using a telemedicine system may help to reduce hospitalizations, hospital days, and emergency department visits.",18325458,NotContradiction
as_001274,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"This study demonstrates that a six-month, multidisciplinary approach to CHF management can improve important clinical outcomes at a similar cost in recently hospitalized high-risk patients with CHF.",11823086,NotContradiction
as_001275,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"Despite effective implementation of an Internet-based telehealth intervention in an elderly HF population, there was no discernible impact on overall morbidity or mortality.",21504262,Contradiction
as_001276,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,Telemonitoring using mobile phones as patient terminals has the potential to reduce frequency and duration of heart failure hospitalizations.,19687005,NotContradiction
as_001277,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,Home telecare may not offer incremental benefit beyond telephone follow-up and is more expensive.,11606877,Contradiction
as_001278,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,Daily electronic transmission of body weight and monitoring three times a week did not decrease hospitalization or death in HF patients followed up at a HF clinic.,22371525,Contradiction
as_001279,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"However, telemonitoring tends to reduce heart failure (re)admissions and significantly decreases contacts with specialized nurses.",22588319,NotContradiction
as_001280,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,A formal education and support intervention substantially reduced adverse clinical outcomes and costs for patients with HF.,11755291,NotContradiction
as_001281,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"Despite no difference in the primary end point of rehospitalization rates, mortality was significantly reduced for patients randomized to the AlereNet system without an increase in utilization, despite specialized and aggressive heart failure care in both groups.",14564327,NotContradiction
as_001282,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"The results indicate that total treatment costs and mortality rate can be reduced by telemetric monitoring of patients in CHF, especially in men.",17315117,NotContradiction
as_001283,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"Caregiver mastery, informal social support, and electronic home monitoring were not significant predictors for risk of hospital readmission.",18326990,Contradiction
as_001284,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,Subgroup analysis of patients who lived locally and saw a cardiologist showed a significant decrease in CHF readmissions for the intervention group (P =.03).,12695272,NotContradiction
as_001285,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,No significant difference was found on cardiovascular mortality between groups.,18222552,Contradiction
as_001286,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"A nurse-administered, telephone-based disease management program delayed subsequent health care encounters, but had minimal impact on other outcomes.",15948086,NotContradiction
as_001287,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"The reduction in hospitalizations, costs, and other resource use achieved using standardized telephonic case management in the early months after a heart failure admission is greater than that usually achieved with pharmaceutical therapy and comparable with other disease management approaches.",11911726,NotContradiction
as_001288,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"Our study results suggest that enhanced patient education and follow-up is as successful as a sophisticated home monitoring device with an interactive program in patients with HF who are elderly, women and non-Caucasian males and receive the care from a community-based primary care practitioner.",18995174,NotContradiction
as_001289,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,Telemedicine management may not be appropriate for all HF patients.,21982700,Contradiction
as_001290,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,Telehealth technologies are a viable means of providing home monitoring to patients with heart disease at high risk of hospital readmission to improve their self-care abilities.,18206525,NotContradiction
as_001291,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Specially trained nurses can improve the outcome of patients admitted to hospital with heart failure.,11576977,"The preliminary results of this ongoing study support the feasibility and appropriateness of new technologies for the management of heart failure, even in elderly patients in whom a limited expertise with these appliances could have been anticipated.",17402355,NotContradiction
as_001292,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,NotContradiction
as_001293,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,Tele-guidance may play a role in the management of heart failure patients since it takes over some of the tasks of HF-nurses.,18790668,NotContradiction
as_001294,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"Frequent monitoring and patient management using a telemedicine system may help to reduce hospitalizations, hospital days, and emergency department visits.",18325458,NotContradiction
as_001295,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"This study demonstrates that a six-month, multidisciplinary approach to CHF management can improve important clinical outcomes at a similar cost in recently hospitalized high-risk patients with CHF.",11823086,NotContradiction
as_001296,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"Despite effective implementation of an Internet-based telehealth intervention in an elderly HF population, there was no discernible impact on overall morbidity or mortality.",21504262,Contradiction
as_001297,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,Telemonitoring using mobile phones as patient terminals has the potential to reduce frequency and duration of heart failure hospitalizations.,19687005,NotContradiction
as_001298,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,Home telecare may not offer incremental benefit beyond telephone follow-up and is more expensive.,11606877,Contradiction
as_001299,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,Daily electronic transmission of body weight and monitoring three times a week did not decrease hospitalization or death in HF patients followed up at a HF clinic.,22371525,Contradiction
as_001300,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"However, telemonitoring tends to reduce heart failure (re)admissions and significantly decreases contacts with specialized nurses.",22588319,NotContradiction
as_001301,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,A formal education and support intervention substantially reduced adverse clinical outcomes and costs for patients with HF.,11755291,NotContradiction
as_001302,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"Despite no difference in the primary end point of rehospitalization rates, mortality was significantly reduced for patients randomized to the AlereNet system without an increase in utilization, despite specialized and aggressive heart failure care in both groups.",14564327,NotContradiction
as_001303,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"The results indicate that total treatment costs and mortality rate can be reduced by telemetric monitoring of patients in CHF, especially in men.",17315117,NotContradiction
as_001304,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"Caregiver mastery, informal social support, and electronic home monitoring were not significant predictors for risk of hospital readmission.",18326990,Contradiction
as_001305,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,Subgroup analysis of patients who lived locally and saw a cardiologist showed a significant decrease in CHF readmissions for the intervention group (P =.03).,12695272,NotContradiction
as_001306,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,No significant difference was found on cardiovascular mortality between groups.,18222552,Contradiction
as_001307,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"A nurse-administered, telephone-based disease management program delayed subsequent health care encounters, but had minimal impact on other outcomes.",15948086,NotContradiction
as_001308,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"The reduction in hospitalizations, costs, and other resource use achieved using standardized telephonic case management in the early months after a heart failure admission is greater than that usually achieved with pharmaceutical therapy and comparable with other disease management approaches.",11911726,NotContradiction
as_001309,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"Our study results suggest that enhanced patient education and follow-up is as successful as a sophisticated home monitoring device with an interactive program in patients with HF who are elderly, women and non-Caucasian males and receive the care from a community-based primary care practitioner.",18995174,NotContradiction
as_001310,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,Telemedicine management may not be appropriate for all HF patients.,21982700,Contradiction
as_001311,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,Telehealth technologies are a viable means of providing home monitoring to patients with heart disease at high risk of hospital readmission to improve their self-care abilities.,18206525,NotContradiction
as_001312,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity",Short-term reductions in the heart failure hospitalization rate were associated with the use of automated home monitoring equipment.,20350694,"The preliminary results of this ongoing study support the feasibility and appropriateness of new technologies for the management of heart failure, even in elderly patients in whom a limited expertise with these appliances could have been anticipated.",17402355,NotContradiction
as_001313,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,Tele-guidance may play a role in the management of heart failure patients since it takes over some of the tasks of HF-nurses.,18790668,NotContradiction
as_001314,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,"Frequent monitoring and patient management using a telemedicine system may help to reduce hospitalizations, hospital days, and emergency department visits.",18325458,NotContradiction
as_001315,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,"This study demonstrates that a six-month, multidisciplinary approach to CHF management can improve important clinical outcomes at a similar cost in recently hospitalized high-risk patients with CHF.",11823086,NotContradiction
as_001316,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,"Despite effective implementation of an Internet-based telehealth intervention in an elderly HF population, there was no discernible impact on overall morbidity or mortality.",21504262,Contradiction
as_001317,"In patients with CHF, does care giving or teleguidiance-telecare, compared to usual care, reduce morbidity","Telemonitoring-facilitated collaboration between GPs and a heart failure clinic reduces mortality and number of days lost to hospitalization, death, or dialysis in CHF patients.",22045925,Telemonitoring using mobile phones as patient terminals has the potential to reduce frequency and duration of heart failure hospitalizations.,19687005,NotContradiction
